"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train"
"5074",12022.38645,"No","Basic","High School or Below","Medical Leave","M",25918,"Suburban","Married",104,7,30,0,2,"Personal Auto","Personal L3","Offer1","Agent",996.775536,"SUV","Medsize",7239.01749482526
"5075",9295.41115,"No","Premium","High School or Below","Unemployed","M",0,"Suburban","Single",261,33,44,0,1,"Corporate Auto","Corporate L3","Offer4","Call Center",2759.794354,"Luxury Car","Medsize",13427.1494980233
"5076",7440.92353,"No","Basic","Bachelor","Employed","M",34137,"Suburban","Married",62,6,9,0,2,"Personal Auto","Personal L3","Offer1","Agent",297.6,"Two-Door Car","Medsize",4715.46340567867
"5077",10302.90289,"No","Extended","Bachelor","Employed","M",21839,"Suburban","Single",137,2,70,0,8,"Personal Auto","Personal L3","Offer2","Agent",657.6,"Sports Car","Medsize",9812.97822359084
"5079",5761.317533,"No","Basic","College","Employed","F",83392,"Rural","Married",71,30,80,0,3,"Personal Auto","Personal L3","Offer2","Web",125.961938,"Four-Door Car","Medsize",5186.39056853041
"5083",8738.299629,"No","Basic","Doctor","Employed","M",91890,"Rural","Married",107,30,28,0,7,"Personal Auto","Personal L2","Offer3","Agent",156.617415,"SUV","Small",9004.47777820107
"5084",4468.2209,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",65,16,61,0,9,"Corporate Auto","Corporate L2","Offer1","Agent",468,"Two-Door Car","Medsize",7132.61013818224
"5085",11315.20373,"Yes","Premium","Bachelor","Disabled","F",11885,"Suburban","Divorced",101,18,39,0,2,"Corporate Auto","Corporate L2","Offer1","Agent",484.8,"Four-Door Car","Medsize",6486.637492912
"5087",7681.551777,"No","Basic","High School or Below","Employed","M",90043,"Urban","Married",63,12,21,0,2,"Personal Auto","Personal L3","Offer2","Branch",203.226649,"Four-Door Car","Medsize",4497.22958248277
"5088",16702.69914,"No","Basic","College","Unemployed","M",0,"Suburban","Single",72,34,46,0,2,"Special Auto","Special L3","Offer1","Agent",345.6,"Four-Door Car","Medsize",5169.61060753337
"5089",5015.009472,"Yes","Extended","Bachelor","Employed","F",48567,"Suburban","Single",130,12,15,0,1,"Corporate Auto","Corporate L2","Offer2","Agent",624,"SUV","Medsize",7830.30845170224
"5090",5776.338737,"No","Premium","High School or Below","Medical Leave","F",27510,"Suburban","Married",159,5,28,3,1,"Corporate Auto","Corporate L3","Offer1","Call Center",871.457982,"SUV","Small",8959.33544550206
"5091",2777.525403,"No","Basic","Master","Employed","F",59124,"Rural","Married",70,18,31,2,1,"Personal Auto","Personal L1","Offer4","Call Center",173.426207,"Four-Door Car","Small",4451.83898595843
"5092",4127.495254,"No","Basic","College","Unemployed","F",0,"Suburban","Single",119,20,89,3,1,"Personal Auto","Personal L2","Offer1","Web",856.8,"Sports Car","Medsize",6526.61079672641
"5093",6670.850638,"No","Premium","High School or Below","Employed","F",56531,"Suburban","Married",170,34,24,3,1,"Corporate Auto","Corporate L3","Offer2","Web",816,"SUV","Medsize",9195.24882416086
"5094",14741.76092,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Married",139,2,33,1,2,"Personal Auto","Personal L3","Offer3","Call Center",667.2,"SUV","Medsize",8677.98322299666
"5096",2064.697955,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Single",65,12,57,3,1,"Personal Auto","Personal L2","Offer1","Call Center",368.828511,"Four-Door Car","Medsize",4074.21590671102
"5097",5504.139033,"Yes","Basic","Bachelor","Unemployed","F",0,"Suburban","Married",73,18,45,0,5,"Personal Auto","Personal L2","Offer1","Call Center",350.4,"Four-Door Car","Medsize",6192.55500141048
"5100",5674.136445,"No","Basic","College","Employed","F",65775,"Rural","Divorced",72,16,98,0,4,"Personal Auto","Personal L2","Offer2","Agent",171.426318,"Four-Door Car","Medsize",5557.64851327976
"5101",2886.232446,"No","Basic","Doctor","Employed","M",52972,"Suburban","Single",74,3,68,0,1,"Special Auto","Special L3","Offer2","Call Center",355.2,"Four-Door Car","Medsize",4670.94827995906
"5102",5794.682724,"No","Basic","Master","Employed","M",52979,"Suburban","Divorced",72,14,53,0,4,"Personal Auto","Personal L2","Offer1","Agent",345.6,"Two-Door Car","Small",5821.29705666113
"5103",10706.66957,"No","Basic","Bachelor","Employed","F",55436,"Suburban","Divorced",67,7,44,0,2,"Personal Auto","Personal L2","Offer3","Agent",321.6,"Four-Door Car","Small",4942.53700660602
"5111",2858.992036,"No","Extended","Master","Unemployed","F",0,"Urban","Married",83,25,91,4,1,"Corporate Auto","Corporate L2","Offer4","Branch",355.385287,"Four-Door Car","Medsize",4741.13139172943
"5113",4031.539471,"No","Premium","College","Unemployed","F",0,"Suburban","Single",117,2,41,0,1,"Personal Auto","Personal L1","Offer2","Web",842.4,"Four-Door Car","Medsize",6623.78124793428
"5114",7553.225007,"No","Basic","Bachelor","Employed","F",69959,"Suburban","Divorced",63,9,3,0,2,"Personal Auto","Personal L3","Offer1","Branch",401.838921,"Two-Door Car","Medsize",4760.87812586414
"5115",16699.46158,"No","Premium","Bachelor","Employed","F",81400,"Suburban","Married",104,6,19,0,2,"Special Auto","Special L2","Offer2","Web",499.2,"Four-Door Car","Small",6359.23311008704
"5116",3233.262049,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",98,33,87,1,1,"Corporate Auto","Corporate L3","Offer1","Agent",705.6,"Two-Door Car","Medsize",5874.00062947165
"5117",5640.729767,"No","Basic","Bachelor","Employed","M",67523,"Urban","Single",72,35,21,0,7,"Corporate Auto","Corporate L2","Offer2","Web",345.237659,"Two-Door Car","Medsize",6535.1781869714
"5118",8678.508294,"No","Premium","High School or Below","Employed","F",62366,"Rural","Married",108,22,87,0,8,"Personal Auto","Personal L2","Offer1","Call Center",51.316527,"Four-Door Car","Medsize",8759.59988159357
"5120",3746.751625,"Yes","Extended","College","Employed","F",41479,"Rural","Married",94,14,38,1,1,"Personal Auto","Personal L2","Offer2","Call Center",19.575683,"Two-Door Car","Large",5428.69320534841
"5121",2571.260863,"No","Basic","College","Employed","F",29697,"Suburban","Married",66,0,58,4,1,"Personal Auto","Personal L2","Offer4","Agent",316.8,"Four-Door Car","Medsize",3969.08114857644
"5123",7413.386729,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",106,7,44,0,4,"Personal Auto","Personal L2","Offer1","Web",508.8,"Sports Car","Medsize",7365.39754296711
"5126",16280.19859,"No","Premium","High School or Below","Unemployed","M",0,"Suburban","Single",157,17,1,0,2,"Personal Auto","Personal L1","Offer3","Branch",753.6,"Sports Car","Medsize",9029.86182329833
"5127",9024.199159,"No","Basic","Master","Employed","M",71499,"Suburban","Married",112,25,61,0,5,"Corporate Auto","Corporate L3","Offer3","Agent",537.6,"Sports Car","Small",7963.72908864381
"5128",7495.676658,"No","Premium","Bachelor","Unemployed","F",0,"Suburban","Single",106,23,45,0,5,"Corporate Auto","Corporate L2","Offer1","Branch",763.2,"Four-Door Car","Medsize",7691.24076753099
"5130",2552.038766,"No","Basic","High School or Below","Employed","M",75740,"Rural","Married",64,13,11,0,1,"Corporate Auto","Corporate L3","Offer3","Agent",128.516525,"Two-Door Car","Medsize",4480.44962148573
"5133",4455.518101,"No","Basic","High School or Below","Employed","M",31196,"Suburban","Single",62,26,57,4,9,"Corporate Auto","Corporate L1","Offer1","Web",342.796508,"Two-Door Car","Small",6394.16806434559
"5134",11972.78231,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",186,0,67,2,5,"Personal Auto","Personal L2","Offer1","Web",1441.843837,"Luxury SUV","Large",11023.3194257285
"5135",8513.697414,"No","Basic","Bachelor","Employed","F",34505,"Urban","Married",106,13,44,0,9,"Personal Auto","Personal L3","Offer1","Branch",359.861348,"SUV","Small",9610.74950714336
"5140",10714.21449,"No","Extended","High School or Below","Employed","M",55994,"Suburban","Married",92,19,75,2,2,"Corporate Auto","Corporate L3","Offer3","Agent",441.6,"Four-Door Car","Medsize",5776.80605460265
"5142",7908.669486,"No","Extended","College","Employed","F",43630,"Suburban","Divorced",99,33,30,0,3,"Corporate Auto","Corporate L1","Offer3","Branch",475.2,"Four-Door Car","Medsize",6721.65127710494
"5143",4869.596443,"No","Extended","College","Medical Leave","M",23811,"Suburban","Divorced",130,20,8,0,1,"Personal Auto","Personal L3","Offer1","Web",624,"SUV","Large",8093.9569950836
"5144",2121.647053,"No","Basic","College","Unemployed","M",0,"Suburban","Single",62,11,45,0,1,"Personal Auto","Personal L3","Offer4","Call Center",446.4,"Two-Door Car","Small",4389.62018111479
"5145",6328.180924,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",100,17,21,2,4,"Personal Auto","Personal L2","Offer1","Branch",648.364172,"SUV","Small",7407.94610657102
"5146",4340.858797,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",124,6,34,0,1,"Personal Auto","Personal L2","Offer3","Call Center",595.2,"SUV","Medsize",7821.46867397078
"5147",6279.816729,"No","Extended","Bachelor","Employed","M",50562,"Suburban","Married",79,19,34,0,9,"Personal Auto","Personal L2","Offer2","Call Center",545.013504,"Four-Door Car","Medsize",7504.76767739745
"5150",8646.504109,"Yes","Basic","High School or Below","Employed","F",64125,"Urban","Married",108,3,44,0,3,"Personal Auto","Personal L3","Offer2","Branch",369.818708,"SUV","Large",7482.87105674965
"5151",2444.329535,"No","Basic","College","Employed","M",83800,"Urban","Single",62,11,44,0,1,"Personal Auto","Personal L3","Offer2","Branch",196.155575,"Four-Door Car","Medsize",4125.97163773342
"5153",5647.145809,"No","Basic","College","Employed","F",54834,"Urban","Single",72,23,13,0,8,"Corporate Auto","Corporate L3","Offer3","Web",186.191931,"Four-Door Car","Medsize",7124.66995491665
"5158",14120.03562,"No","Premium","College","Employed","M",95715,"Rural","Married",119,0,52,2,2,"Personal Auto","Personal L3","Offer1","Agent",148.98255,"Four-Door Car","Medsize",7003.00349961034
"5160",2748.851081,"No","Basic","Master","Employed","M",32437,"Suburban","Married",69,4,73,0,1,"Corporate Auto","Corporate L2","Offer2","Branch",473.361602,"Two-Door Car","Medsize",4443.87467903171
"5161",5087.015287,"No","Basic","Bachelor","Employed","M",22726,"Suburban","Married",65,25,73,0,3,"Personal Auto","Personal L2","Offer2","Branch",312,"Four-Door Car","Medsize",4913.90224741759
"5162",14031.70314,"No","Basic","Bachelor","Employed","M",58092,"Urban","Married",72,7,56,1,2,"Personal Auto","Personal L2","Offer2","Branch",202.24202,"Two-Door Car","Medsize",4755.41258583195
"5163",8656.396659,"No","Basic","College","Employed","M",83365,"Suburban","Married",109,27,7,1,4,"Personal Auto","Personal L1","Offer2","Branch",523.2,"SUV","Medsize",7703.57952317895
"5164",4861.493017,"No","Basic","College","Medical Leave","M",12153,"Suburban","Single",69,23,9,1,8,"Personal Auto","Personal L3","Offer1","Branch",438.155584,"Four-Door Car","Large",6837.87631604018
"5166",7089.68396,"No","Extended","High School or Below","Employed","M",52707,"Suburban","Married",90,33,66,1,6,"Corporate Auto","Corporate L3","Offer3","Branch",432,"Four-Door Car","Medsize",7139.89899080729
"5168",2359.423599,"Yes","Basic","Bachelor","Disabled","F",19864,"Suburban","Divorced",63,22,96,0,1,"Personal Auto","Personal L3","Offer1","Web",352.394515,"Four-Door Car","Medsize",4435.03490130026
"5169",15114.40241,"Yes","Basic","High School or Below","Medical Leave","F",28513,"Suburban","Married",100,4,22,1,2,"Personal Auto","Personal L1","Offer2","Call Center",480,"SUV","Medsize",6643.16059238196
"5172",7901.697919,"No","Basic","College","Employed","M",62291,"Suburban","Married",100,1,53,0,3,"Personal Auto","Personal L1","Offer2","Web",480,"Sports Car","Medsize",6503.41745390904
"5173",13406.92021,"No","Premium","Bachelor","Employed","F",25048,"Suburban","Married",167,0,11,0,5,"Personal Auto","Personal L1","Offer1","Agent",801.6,"SUV","Medsize",11077.6745402015
"5174",6106.941981,"No","Extended","Bachelor","Medical Leave","F",16654,"Suburban","Married",79,23,31,0,7,"Personal Auto","Personal L3","Offer1","Branch",379.2,"Four-Door Car","Medsize",7116.72977165106
"5175",12321.83615,"No","Basic","High School or Below","Medical Leave","M",26887,"Suburban","Single",113,32,67,0,2,"Special Auto","Special L3","Offer1","Web",542.4,"SUV","Small",7647.74997649449
"5179",3484.141641,"No","Extended","Bachelor","Employed","M",34307,"Rural","Divorced",92,33,62,2,1,"Personal Auto","Personal L3","Offer1","Call Center",186.025014,"Four-Door Car","Medsize",5450.96283003877
"5180",6964.051797,"No","Extended","College","Unemployed","F",0,"Suburban","Married",95,19,41,1,9,"Corporate Auto","Corporate L2","Offer1","Web",629.647822,"Four-Door Car","Medsize",8344.50226542628
"5182",2523.654743,"No","Basic","College","Employed","M",43204,"Urban","Married",64,31,19,3,1,"Personal Auto","Personal L1","Offer4","Branch",246.065764,"Four-Door Car","Medsize",4028.80118652555
"5184",4058.668736,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",117,13,69,0,1,"Personal Auto","Personal L1","Offer3","Web",842.4,"Sports Car","Medsize",6887.42979131564
"5185",4742.617289,"No","Basic","Bachelor","Employed","F",78596,"Rural","Married",118,1,70,0,1,"Personal Auto","Personal L1","Offer1","Branch",133.907696,"SUV","Medsize",7548.98035285796
"5187",9048.983447,"Yes","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",119,9,8,0,3,"Personal Auto","Personal L1","Offer2","Web",571.2,"Sports Car","Medsize",7366.29713743298
"5188",4210.096739,"No","Basic","Master","Employed","M",21885,"Rural","Single",108,7,29,0,1,"Corporate Auto","Corporate L2","Offer3","Agent",52.339396,"SUV","Large",7094.83315100326
"5189",5241.142484,"No","Basic","Bachelor","Employed","F",48345,"Urban","Single",67,7,1,0,7,"Personal Auto","Personal L3","Offer2","Web",212.009825,"Four-Door Car","Large",6308.10458604405
"5190",2481.842224,"No","Basic","High School or Below","Employed","F",77993,"Suburban","Single",62,26,10,0,1,"Personal Auto","Personal L1","Offer2","Agent",297.6,"Four-Door Car","Medsize",4125.97163773342
"5192",5498.940679,"Yes","Basic","College","Medical Leave","M",22520,"Suburban","Married",73,17,64,0,3,"Personal Auto","Personal L3","Offer1","Branch",350.4,"Four-Door Car","Medsize",5540.86855228272
"5195",9312.585034,"No","Premium","High School or Below","Employed","M",75986,"Rural","Married",115,11,44,0,3,"Personal Auto","Personal L3","Offer3","Call Center",89.119797,"Four-Door Car","Medsize",7448.28680007246
"5196",14396.24222,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",205,14,63,0,4,"Personal Auto","Personal L1","Offer1","Call Center",1476,"Luxury Car","Medsize",11861.4548413286
"5198",4921.325084,"No","Basic","Bachelor","Employed","M",43640,"Rural","Married",64,10,99,2,3,"Personal Auto","Personal L2","Offer2","Agent",1.208908,"Four-Door Car","Medsize",4567.388570592
"5200",5963.818306,"No","Basic","High School or Below","Employed","M",94115,"Suburban","Married",74,28,41,0,8,"Personal Auto","Personal L2","Offer3","Call Center",409.089884,"Four-Door Car","Small",7215.49939528759
"5202",5214.971007,"No","Basic","High School or Below","Employed","M",65375,"Rural","Married",65,9,84,0,3,"Personal Auto","Personal L3","Offer4","Branch",6.07744,"Four-Door Car","Medsize",5177.55079079896
"5204",13897.38856,"No","Premium","Bachelor","Medical Leave","M",24378,"Suburban","Married",188,18,34,0,5,"Corporate Auto","Corporate L3","Offer1","Agent",902.4,"SUV","Medsize",12031.3836640964
"5206",7809.515468,"No","Extended","College","Employed","F",69161,"Urban","Married",97,19,71,0,8,"Personal Auto","Personal L3","Offer3","Agent",341.431343,"Four-Door Car","Medsize",8260.0379595534
"5208",3123.080994,"Yes","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",101,1,83,4,1,"Personal Auto","Personal L2","Offer1","Agent",960.115399,"SUV","Large",6174.73219642474
"5209",8004.214781,"No","Basic","High School or Below","Employed","F",54008,"Suburban","Married",67,18,90,0,2,"Personal Auto","Personal L3","Offer2","Branch",370.503286,"Four-Door Car","Medsize",4678.88846322465
"5210",8105.872317,"No","Basic","Bachelor","Unemployed","F",0,"Urban","Married",74,15,61,0,2,"Personal Auto","Personal L3","Offer1","Branch",232.01349,"Four-Door Car","Medsize",5260.44004790431
"5211",2758.703811,"No","Basic","High School or Below","Employed","F",44619,"Urban","Married",68,35,45,0,1,"Corporate Auto","Corporate L2","Offer2","Web",283.668439,"Four-Door Car","Medsize",4398.45995884624
"5212",3707.282365,"No","Premium","College","Medical Leave","F",16476,"Urban","Divorced",101,29,25,0,1,"Personal Auto","Personal L3","Offer1","Web",313.885191,"Four-Door Car","Medsize",6160.79426834812
"5214",8099.838433,"No","Basic","Bachelor","Employed","M",25949,"Suburban","Married",104,0,28,0,3,"Personal Auto","Personal L2","Offer2","Branch",499.2,"SUV","Small",7301.21217600777
"5215",2921.490461,"No","Basic","Bachelor","Employed","F",62018,"Rural","Married",73,2,59,0,1,"Corporate Auto","Corporate L1","Offer4","Web",90.094835,"Two-Door Car","Medsize",4889.18210315496
"5216",14510.44376,"No","Basic","High School or Below","Employed","M",41433,"Suburban","Married",183,24,40,0,9,"Personal Auto","Personal L2","Offer2","Call Center",1317.6,"Luxury Car","Medsize",12227.8985766863
