"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.I(Coverage == ""Premium"")TRUE","dfbetas.I(EmploymentStatus == ""Unemployed"")TRUE","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Policies","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"4788", 3215.197,"No","Extended","Master","Employed","F",24191,"Rural","Married", 80,11,32,0,1,"Personal Auto","Personal L2","Offer4","Branch", 103.750234,"Four-Door Car","Medsize", 5174.314,-0.6676925211,-0.6676925211,0.0009461355,7.038209e-05,-2.054749e-02,-1.019040e-02, 4.168654e-03, 7.620868e-03, 3.184478e-04, 1.103047e-02, 5.805354e-03,1.0022751
"4790", 5340.535,"No","Basic","High School or Below","Employed","F",58493,"Suburban","Married", 67,13,53,0,4,"Personal Auto","Personal L1","Offer3","Agent", 321.600000,"Four-Door Car","Large", 5584.631,-0.0831792559,-0.0831792559,0.0008390963,9.687846e-07,-2.410478e-03,-1.277435e-03, 9.235733e-05, 1.019558e-03, 8.410435e-04,-6.434164e-04, 2.740677e-04,1.0032209
"4792", 6382.048,"No","Extended","College","Employed","F",88663,"Suburban","Married", 79,20,86,0,7,"Special Auto","Special L3","Offer1","Agent", 379.200000,"Four-Door Car","Medsize", 7017.785,-0.2167347889,-0.2167347889,0.0017258885,1.354048e-05,-9.011770e-03, 3.525717e-04, 1.004936e-03, 2.879692e-03, 2.837843e-05,-7.034599e-03, 1.595760e-03,1.0040158
"4793", 4303.638,"No","Basic","High School or Below","Employed","F",74057,"Suburban","Single",109,27,24,0,1,"Personal Auto","Personal L2","Offer2","Branch", 523.200000,"SUV","Medsize", 7161.630,-0.9749474936,-0.9749474936,0.0026029506,4.134449e-04,-4.980583e-02,-1.250545e-02, 2.105402e-03, 1.122134e-02, 6.056151e-03, 1.448275e-02,-3.840782e-02,1.0027284
"4795",10426.086,"No","Basic","College","Employed","F",52342,"Suburban","Married", 66,28,28,3,2,"Personal Auto","Personal L3","Offer1","Agent", 316.800000,"Two-Door Car","Small", 4915.590, 1.8791319699, 1.8791319699,0.0008701218,5.120158e-04, 5.545444e-02, 4.114923e-02,-2.226362e-03,-2.184570e-02,-2.118317e-02,-1.617877e-02,-6.079227e-03,0.9948316
"4800", 4423.690,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single",125, 8,55,0,1,"Personal Auto","Personal L2","Offer3","Agent", 900.000000,"SUV","Medsize", 7411.220,-1.0196619418,-1.0196619418,0.0035945689,6.251223e-04,-6.124372e-02, 4.740291e-03, 7.462210e-03,-3.425649e-02,-6.059458e-03, 1.662383e-02,-3.409976e-02,1.0035122
"4803", 8503.943,"No","Basic","High School or Below","Employed","F",87771,"Suburban","Single", 74, 8, 9,4,2,"Personal Auto","Personal L3","Offer2","Branch", 355.200000,"Four-Door Car","Small", 5242.897, 1.1114824228, 1.1114824228,0.0007680942,1.582564e-04, 3.081603e-02, 1.826331e-02,-4.395764e-03,-1.298453e-02,-5.552758e-03,-9.408015e-03,-6.961526e-03,1.0002053
"4807", 7627.661,"No","Basic","College","Employed","M",93004,"Urban","Married", 63,31, 2,0,2,"Corporate Auto","Corporate L3","Offer1","Branch", 205.957043,"Four-Door Car","Medsize", 4792.849, 0.9662260083, 0.9662260083,0.0009286791,1.446395e-04, 2.945868e-02, 2.313950e-02,-1.410009e-04,-1.121233e-02,-1.316680e-02,-8.371664e-03,-2.028600e-03,1.0010886
"4808", 6162.370,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single", 89, 4,24,0,4,"Personal Auto","Personal L2","Offer1","Agent", 941.347502,"Four-Door Car","Medsize", 6079.702, 0.0281824276, 0.0281824276,0.0017055945,2.262537e-07, 1.164896e-03,-1.747929e-04,-2.351053e-04, 9.233390e-04, 1.899474e-04, 1.805859e-04,-3.250879e-04,1.0041064
"4813", 5555.492,"No","Extended","High School or Below","Employed","F",51705,"Urban","Married",139,26,79,0,1,"Personal Auto","Personal L3","Offer1","Agent", 545.291103,"SUV","Medsize", 8389.033,-0.9667303642,-0.9667303642,0.0028645863,4.474851e-04,-5.181545e-02, 7.432501e-03, 1.214092e-02, 1.133635e-02,-1.677169e-02, 1.383679e-02,-2.709919e-02,1.0030298
"4815", 9594.781,"No","Extended","College","Employed","F",31421,"Suburban","Married", 81, 5,95,0,2,"Personal Auto","Personal L3","Offer3","Web", 388.800000,"Two-Door Car","Medsize", 5529.292, 1.3858383336, 1.3858383336,0.0007434012,2.380459e-04, 3.779947e-02, 1.614380e-02,-8.839795e-03,-1.625895e-02, 6.874955e-04,-1.155444e-02,-1.235191e-02,0.9985429
"4824", 8826.612,"No","Basic","College","Employed","F",26320,"Suburban","Married",111, 3,92,0,9,"Corporate Auto","Corporate L2","Offer1","Web", 603.819794,"SUV","Large", 9755.969,-0.3173460198,-0.3173460198,0.0049151873,8.293743e-05,-2.230350e-02, 3.809041e-03, 3.712097e-04, 4.456279e-03, 9.952051e-04,-1.605923e-02,-1.268094e-02,1.0071042
"4825", 4713.405,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 69, 7,90,0,8,"Personal Auto","Personal L3","Offer1","Agent", 806.534801,"Four-Door Car","Medsize", 6517.689,-0.6156101061,-0.6156101061,0.0032000260,2.028212e-04,-3.488016e-02, 2.618955e-03, 3.523206e-04,-1.950231e-02, 5.054575e-03,-2.385001e-02, 2.047234e-03,1.0047021
"4827",11895.182,"No","Extended","College","Employed","F",88218,"Rural","Divorced", 99, 9,25,0,2,"Personal Auto","Personal L3","Offer2","Web",  50.323060,"Two-Door Car","Large", 6265.734, 1.9198381641, 1.9198381641,0.0009566809,5.876192e-04, 5.940952e-02,-1.243919e-03,-2.421445e-02,-2.277410e-02, 2.806710e-02,-1.538249e-02,-3.019573e-02,0.9945502
"4837", 4272.805,"No","Premium","College","Unemployed","F",    0,"Suburban","Single",114, 0,75,0,1,"Personal Auto","Personal L2","Offer1","Call Center",1343.619461,"Four-Door Car","Small", 6921.553,-0.9051259588,-0.9051259588,0.0060854215,8.360643e-04,-7.082390e-02,-7.790802e-03,-5.580504e-02,-3.102773e-02, 8.288498e-03, 1.415145e-02, 2.302622e-03,1.0065578
"4838",15284.331,"No","Basic","Bachelor","Employed","M",48885,"Suburban","Married",190,31,90,0,9,"Personal Auto","Personal L3","Offer3","Web",1090.122048,"Luxury Car","Medsize",12187.306, 1.0608252086, 1.0608252086,0.0106716526,2.023047e-03, 1.101766e-01,-8.882385e-02,-4.546960e-02,-1.567304e-02, 9.310643e-02, 5.413554e-02,-5.230226e-02,1.0104837
"4840", 4984.619,"Yes","Basic","Bachelor","Employed","M",86305,"Rural","Married", 62, 1,99,0,5,"Personal Auto","Personal L2","Offer2","Call Center",  80.731240,"Four-Door Car","Medsize", 5694.128,-0.2418129348,-0.2418129348,0.0011250314,1.098056e-05,-8.115332e-03,-3.832121e-03,-2.010750e-04, 3.031314e-03, 3.348551e-03,-3.823156e-03, 3.005621e-04,1.0033843
"4842", 8827.230,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single",123,35,38,1,3,"Personal Auto","Personal L3","Offer2","Branch",1088.383780,"SUV","Medsize", 7957.521, 0.2967384933, 0.2967384933,0.0033123994,4.879082e-05, 1.710668e-02,-2.713447e-03,-1.840561e-03, 9.786377e-03, 1.408913e-03, 2.897979e-06, 1.024183e-02,1.0055151
"4843", 3269.014,"No","Extended","College","Employed","M",26140,"Suburban","Married", 84,23,37,1,1,"Personal Auto","Personal L3","Offer4","Branch", 403.200000,"Two-Door Car","Small", 5337.968,-0.7051359999,-0.7051359999,0.0009529855,7.906458e-05,-2.177825e-02,-8.834804e-03, 5.379197e-03, 8.068487e-03,-1.876777e-03, 1.159800e-02, 7.198721e-03,1.0021587
"4844",16979.798,"Yes","Basic","Bachelor","Employed","M",35095,"Suburban","Divorced", 73,25,56,0,2,"Personal Auto","Personal L2","Offer2","Call Center", 525.600000,"Two-Door Car","Small", 5201.984, 4.0262888639, 4.0262888639,0.0007765423,2.087061e-03, 1.122422e-01, 6.890886e-02,-1.452932e-02,-4.700715e-02,-2.327354e-02,-3.415312e-02,-2.369377e-02,0.9651196
"4845", 2479.920,"No","Basic","Bachelor","Employed","F",31678,"Rural","Married", 63, 7, 3,0,1,"Personal Auto","Personal L2","Offer2","Branch",  76.629988,"Two-Door Car","Medsize", 4478.785,-0.6813066447,-0.6813066447,0.0011365987,8.804970e-05,-2.298228e-02,-1.831330e-02, 2.427684e-04, 7.693953e-03, 9.413564e-03, 1.146625e-02, 1.539148e-03,1.0024222
"4851", 7553.937,"No","Basic","Doctor","Employed","M",38008,"Urban","Divorced", 68,12,40,4,2,"Personal Auto","Personal L2","Offer2","Agent", 321.789644,"Four-Door Car","Medsize", 4997.417, 0.8713020535, 0.8713020535,0.0008372342,1.060324e-04, 2.522169e-02, 1.788891e-02,-1.635715e-03,-1.014158e-02,-8.454675e-03,-7.469970e-03,-3.478393e-03,1.0014148
"4860", 8114.409,"No","Basic","High School or Below","Employed","M",30595,"Suburban","Married", 69,22,36,0,2,"Corporate Auto","Corporate L2","Offer1","Agent", 446.084760,"Four-Door Car","Medsize", 5038.330, 1.0484393819, 1.0484393819,0.0008226356,1.508284e-04, 3.008332e-02, 2.080932e-02,-2.331296e-03,-1.221081e-02,-9.350868e-03,-8.969576e-03,-4.582413e-03,1.0005858
"4875", 2471.078,"No","Basic","High School or Below","Employed","F",53074,"Urban","Married", 61, 5,86,0,1,"Personal Auto","Personal L2","Offer1","Agent", 268.773368,"Two-Door Car","Medsize", 4396.959,-0.6564408055,-0.6564408055,0.0011823784,8.503716e-05,-2.258555e-02,-1.854243e-02,-2.207897e-04, 7.403901e-03, 1.010045e-02, 1.107179e-02, 9.859263e-04,1.0025479
"4887",13104.303,"No","Basic","Bachelor","Employed","F",30130,"Suburban","Married",110,22,12,0,2,"Personal Auto","Personal L3","Offer1","Call Center", 528.000000,"SUV","Small", 7516.607, 1.9069761648, 1.9069761648,0.0024186004,1.467908e-03, 9.389731e-02, 1.756540e-02,-4.377157e-03,-2.255670e-02,-9.987607e-03,-1.271108e-02, 7.469960e-02,0.9961248
"4888", 2436.839,"No","Basic","College","Unemployed","F",    0,"Rural","Married", 65,34,84,0,1,"Personal Auto","Personal L3","Offer2","Branch", 149.241472,"Two-Door Car","Large", 4155.587,-0.5861021064,-0.5861021064,0.0021134463,1.212883e-04,-2.697294e-02,-1.113280e-02, 3.864731e-04,-1.985703e-02, 7.423832e-03, 1.086144e-02, 1.714225e-03,1.0036932
"4889", 9350.872,"No","Premium","High School or Below","Unemployed","M",    0,"Suburban","Single",275, 3,64,1,1,"Corporate Auto","Corporate L3","Offer1","Agent",1980.000000,"Luxury SUV","Medsize",13508.619,-1.4309776781,-1.4309776781,0.0197228973,6.863647e-03,-2.029756e-01, 1.465067e-01,-8.294342e-03,-4.772651e-02,-1.692967e-01, 1.831564e-02, 9.171561e-02,1.0175666
"4902", 4089.429,"No","Basic","College","Employed","M",28506,"Suburban","Married",104,27,37,0,1,"Personal Auto","Personal L1","Offer2","Agent", 499.200000,"SUV","Small", 6957.063,-0.9782690380,-0.9782690380,0.0026669798,4.265327e-04,-5.058807e-02,-1.589328e-02, 4.173145e-04, 1.122483e-02, 9.918174e-03, 1.462123e-02,-4.039324e-02,1.0027772
"4905", 5586.893,"No","Basic","Doctor","Employed","F",94161,"Rural","Married", 69, 0,65,0,4,"Personal Auto","Personal L3","Offer2","Agent", 108.989737,"Four-Door Car","Medsize", 5666.458,-0.0271125162,-0.0271125162,0.0008098507,9.933866e-08,-7.718773e-04,-3.793317e-04, 4.888048e-05, 3.327117e-04, 2.315929e-04,-2.107024e-04, 1.098586e-04,1.0032064
"4909", 5424.257,"No","Basic","Bachelor","Employed","F",67414,"Rural","Married", 68, 7,37,0,8,"Personal Auto","Personal L1","Offer2","Branch", 148.778455,"Four-Door Car","Medsize", 6881.801,-0.4970907881,-0.4970907881,0.0023951435,9.890621e-05,-2.435691e-02,-1.472905e-03, 3.060560e-04, 6.723135e-03, 4.264824e-03,-2.010157e-02, 1.510349e-03,1.0042083
"4912", 6862.866,"No","Extended","College","Employed","M",56779,"Suburban","Divorced", 86,21,16,0,3,"Corporate Auto","Corporate L1","Offer3","Web", 435.388932,"Four-Door Car","Medsize", 6047.923, 0.2776879326, 0.2776879326,0.0006947120,8.937771e-06, 7.321673e-03, 1.473103e-03,-2.193581e-03,-3.354531e-03, 1.279348e-03,-2.331772e-05,-2.956270e-03,1.0029074
"4913",13745.048,"No","Basic","College","Employed","M",40810,"Suburban","Married",114, 8,14,0,2,"Personal Auto","Personal L2","Offer1","Branch", 780.378964,"SUV","Medsize", 7680.261, 2.0700420038, 2.0700420038,0.0023956213,1.712767e-03, 1.014400e-01, 1.340579e-02,-7.620889e-03,-2.454466e-02,-4.339957e-03,-1.364777e-02, 7.794931e-02,0.9945595
"4917", 8160.588,"No","Basic","College","Disabled","F",24980,"Suburban","Divorced", 71,34,14,0,2,"Personal Auto","Personal L3","Offer2","Web", 511.200000,"Two-Door Car","Medsize", 5120.157, 1.0362706745, 1.0362706745,0.0007971287,1.427766e-04, 2.926918e-02, 1.915161e-02,-3.021873e-03,-1.208378e-02,-7.616167e-03,-8.827823e-03,-5.313721e-03,1.0006210
"4922", 5555.556,"No","Basic","Bachelor","Employed","M",41853,"Rural","Single", 71,17,51,0,3,"Personal Auto","Personal L2","Offer1","Agent", 155.511553,"Two-Door Car","Medsize", 5434.221, 0.0413443135, 0.0413443135,0.0007247423,2.067053e-07, 1.113435e-03, 6.430015e-04,-1.118636e-04,-4.950102e-04,-2.960625e-04,-1.470276e-05,-2.054067e-04,1.0031186
"4923", 8257.667,"Yes","Basic","Bachelor","Disabled","F",23815,"Suburban","Married", 73, 4,47,0,2,"Personal Auto","Personal L1","Offer2","Call Center", 424.330166,"Four-Door Car","Medsize", 5201.984, 1.0414604849, 1.0414604849,0.0007765423,1.404825e-04, 2.903314e-02, 1.782432e-02,-3.758228e-03,-1.215911e-02,-6.020053e-03,-8.834221e-03,-6.128751e-03,1.0005745
"4928", 8802.188,"No","Basic","Bachelor","Employed","M",96390,"Urban","Married", 73,17,47,0,2,"Corporate Auto","Corporate L3","Offer4","Agent", 316.977588,"Two-Door Car","Medsize", 5201.984, 1.2271514805, 1.2271514805,0.0007765423,1.950114e-04, 3.420971e-02, 2.100237e-02,-4.428315e-03,-1.432706e-02,-7.093420e-03,-1.040935e-02,-7.221499e-03,0.9995668
"4933", 2919.710,"No","Basic","Master","Employed","F",41456,"Urban","Married", 73,11,19,0,1,"Personal Auto","Personal L2","Offer4","Branch", 257.380112,"Four-Door Car","Medsize", 4887.920,-0.6708037520,-0.6708037520,0.0009815075,7.369789e-05,-2.102594e-02,-1.344634e-02, 2.562034e-03, 7.622850e-03, 4.004321e-03, 1.116711e-02, 4.054836e-03,1.0023006
"4937", 2987.949,"No","Extended","College","Unemployed","F",    0,"Suburban","Single", 83,14,22,0,1,"Corporate Auto","Corporate L2","Offer3","Branch", 708.693556,"Four-Door Car","Medsize", 4892.029,-0.6492600360,-0.6492600360,0.0019554885,1.376866e-04,-2.873898e-02,-4.342695e-03, 4.477215e-03,-2.191124e-02,-9.511614e-04, 1.181913e-02, 6.325307e-03,1.0033470
"4952", 5773.900,"No","Basic","Bachelor","Employed","M",52278,"Urban","Married", 73,31,91,0,3,"Personal Auto","Personal L2","Offer1","Branch", 234.997994,"Two-Door Car","Medsize", 5516.048, 0.0878611626, 0.0878611626,0.0007047467,9.077239e-07, 2.333278e-03, 1.246389e-03,-2.985650e-04,-1.053200e-03,-4.912988e-04,-2.806241e-05,-5.030230e-04,1.0030841
"4954", 3423.822,"No","Extended","College","Employed","M",99816,"Rural","Single", 86, 0, 0,0,1,"Corporate Auto","Corporate L2","Offer3","Branch", 172.913031,"Two-Door Car","Medsize", 5419.795,-0.6802616722,-0.6802616722,0.0009637912,7.442101e-05,-2.112890e-02,-7.593629e-03, 5.660621e-03, 7.793660e-03,-2.878096e-03, 1.116429e-02, 7.459880e-03,1.0022522
"4956", 3109.008,"No","Extended","High School or Below","Employed","M",77485,"Urban","Married", 77, 0,87,0,1,"Corporate Auto","Corporate L2","Offer2","Branch", 355.909266,"Four-Door Car","Medsize", 5051.574,-0.6620532539,-0.6620532539,0.0009539142,6.976790e-05,-2.045761e-02,-1.146139e-02, 3.445655e-03, 7.542293e-03, 1.874162e-03, 1.097332e-02, 5.004434e-03,1.0023009
"4959", 2063.388,"No","Basic","College","Unemployed","F",    0,"Suburban","Single", 64,22,34,3,1,"Personal Auto","Personal L3","Offer1","Agent", 602.911057,"Four-Door Car","Small", 4114.674,-0.6995268379,-0.6995268379,0.0021339079,1.744413e-04,-3.234864e-02,-1.376562e-02, 2.188801e-04,-2.370510e-02, 9.409806e-03, 1.297620e-02, 1.781010e-03,1.0033636
"4960", 5096.673,"Yes","Basic","Master","Disabled","F",22886,"Suburban","Divorced", 65, 9,81,0,3,"Special Auto","Special L1","Offer1","Agent", 312.000000,"Four-Door Car","Small", 5188.740,-0.0313728058,-0.0313728058,0.0008142518,1.337337e-07,-8.955907e-04,-6.165444e-04, 1.970602e-05, 3.742900e-04, 3.723537e-04, 1.456628e-05, 8.461641e-05,1.0032102
"4963", 3651.692,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single",110, 7,70,0,1,"Personal Auto","Personal L2","Offer2","Agent",1265.387328,"SUV","Large", 6797.518,-1.0737128224,-1.0737128224,0.0035933925,6.928937e-04,-6.447958e-02,-6.027018e-03, 2.272981e-03,-3.618798e-02, 6.273091e-03, 1.779712e-02,-4.201261e-02,1.0032394
"4964",10014.056,"No","Extended","College","Unemployed","F",    0,"Suburban","Single", 98,19,17,1,2,"Personal Auto","Personal L3","Offer1","Branch", 705.600000,"Two-Door Car","Small", 5819.795, 1.4305994894, 1.4305994894,0.0019025301,6.499235e-04, 6.245934e-02,-9.291612e-03,-1.699867e-02, 4.767744e-02, 1.921087e-02,-1.396836e-02,-2.183660e-02,0.9994012
"4966", 5205.910,"No","Basic","College","Unemployed","F",    0,"Suburban","Married", 72,18,91,0,9,"Personal Auto","Personal L3","Offer1","Branch", 345.600000,"Two-Door Car","Medsize", 6954.493,-0.5968019976,-0.5968019976,0.0038657135,2.304266e-04,-3.717801e-02, 5.515188e-03, 8.368652e-04,-1.871317e-02, 3.382295e-03,-2.804086e-02, 2.568891e-03,1.0054283
"4971", 5066.827,"No","Basic","Master","Employed","F",40215,"Rural","Divorced", 64,11,22,0,3,"Personal Auto","Personal L2","Offer3","Branch",  98.480884,"Four-Door Car","Medsize", 5147.827,-0.0276016465,-0.0276016465,0.0008334754,1.059612e-07,-7.971911e-04,-5.612955e-04, 7.779549e-06, 3.291039e-04, 3.492540e-04, 1.331535e-05, 6.399716e-05,1.0032300
"4973", 3961.586,"No","Basic","High School or Below","Unemployed","F",    0,"Rural","Single",118, 6,34,1,1,"Corporate Auto","Corporate L2","Offer2","Agent", 264.642948,"SUV","Medsize", 7124.826,-1.0796408564,-1.0796408564,0.0035595767,6.939461e-04,-6.452869e-02,-1.512688e-04, 5.280438e-03,-3.632515e-02,-4.781922e-04, 1.773844e-02,-3.896977e-02,1.0031747
"4978", 3141.253,"No","Extended","College","Employed","M",43499,"Suburban","Married", 80, 8,44,0,1,"Personal Auto","Personal L2","Offer4","Call Center", 529.490007,"Four-Door Car","Medsize", 5174.314,-0.6928983622,-0.6928983622,0.0009461355,7.579530e-05,-2.132317e-02,-1.057510e-02, 4.326024e-03, 7.908561e-03, 3.304694e-04, 1.144688e-02, 6.024510e-03,1.0021929
"4981", 4983.179,"No","Extended","Bachelor","Disabled","M",21497,"Suburban","Married",128,31,58,0,1,"Personal Auto","Personal L3","Offer3","Call Center", 614.400000,"Sports Car","Medsize", 7138.160,-0.7349675809,-0.7349675809,0.0023273386,2.100566e-04,-3.549800e-02, 1.289523e-02, 1.681719e-02, 8.647630e-03,-2.734882e-02, 1.151088e-02, 1.975945e-02,1.0034361
"4982", 2227.073,"Yes","Basic","High School or Below","Retired","M",27972,"Suburban","Married", 61, 7,38,0,1,"Personal Auto","Personal L3","Offer3","Web", 292.800000,"Four-Door Car","Medsize", 4396.959,-0.7396275793,-0.7396275793,0.0011823784,1.079503e-04,-2.544768e-02,-2.089220e-02,-2.487691e-04, 8.342153e-03, 1.138042e-02, 1.247486e-02, 1.110867e-03,1.0022694
"4990", 3449.494,"No","Extended","Bachelor","Medical Leave","F",25236,"Suburban","Divorced", 89, 2,26,0,1,"Personal Auto","Personal L3","Offer2","Call Center", 427.200000,"Four-Door Car","Medsize", 5542.535,-0.7133598981,-0.7133598981,0.0009892257,8.399944e-05,-2.244767e-02,-6.500990e-03, 6.677238e-03, 8.188309e-03,-4.697371e-03, 1.166888e-02, 8.633137e-03,1.0021671
"4996", 5790.565,"No","Basic","Master","Employed","M",84551,"Rural","Divorced", 72,10,82,0,5,"Personal Auto","Personal L3","Offer2","Agent",  28.925840,"Four-Door Car","Large", 6103.262,-0.1065632515,-0.1065632515,0.0009694567,1.837319e-06,-3.319573e-03,-9.605395e-04, 2.804278e-04, 1.343390e-03, 6.394054e-04,-1.703976e-03, 5.358681e-04,1.0033411
"4999", 2426.959,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 71, 2, 5,0,1,"Corporate Auto","Corporate L2","Offer4","Branch", 511.200000,"Four-Door Car","Small", 4401.068,-0.6731635935,-0.6731635935,0.0020165095,1.526376e-04,-3.025931e-02,-1.002482e-02, 1.843304e-03,-2.277658e-02, 5.355382e-03, 1.240103e-02, 3.498639e-03,1.0033325
"5001", 4617.392,"No","Basic","Bachelor","Medical Leave","F",16764,"Suburban","Married", 61,13,79,0,7,"Personal Auto","Personal L3","Offer1","Branch", 292.800000,"Four-Door Car","Medsize", 6281.342,-0.5673610653,-0.5673610653,0.0019288609,1.037110e-04,-2.494188e-02,-6.057928e-03,-9.073624e-04, 7.465875e-03, 8.091250e-03,-1.823175e-02, 3.096631e-04,1.0035595
"5002",12521.421,"No","Premium","High School or Below","Employed","M",39007,"Suburban","Married",105,29,16,0,2,"Personal Auto","Personal L2","Offer1","Branch",1023.844984,"Two-Door Car","Large", 7272.421, 1.7936016659, 1.7936016659,0.0050483983,2.718120e-03, 1.277620e-01, 3.294964e-02, 1.158048e-01,-2.017008e-02,-2.802741e-02,-1.054087e-02, 1.682524e-03,0.9997597
"5003", 9079.823,"No","Basic","Master","Employed","F",20290,"Suburban","Married",113, 6,75,0,3,"Personal Auto","Personal L2","Offer4","Agent", 766.519022,"SUV","Medsize", 7953.412, 0.3841444804, 0.3841444804,0.0023583422,5.815912e-05, 1.867716e-02, 1.624565e-03,-1.200217e-03,-4.672118e-03,-1.034547e-03, 5.987270e-04, 1.467183e-02,1.0044105
"5004", 7777.202,"No","Basic","High School or Below","Employed","F",46182,"Rural","Married", 65,23,27,0,2,"Corporate Auto","Corporate L1","Offer2","Branch",   2.574682,"Two-Door Car","Medsize", 4874.676, 0.9892947912, 0.9892947912,0.0008884108,1.450453e-04, 2.950025e-02, 2.233968e-02,-8.295279e-04,-1.149398e-02,-1.192848e-02,-8.535531e-03,-2.826011e-03,1.0009402
"5008", 6866.094,"No","Basic","College","Unemployed","F",    0,"Rural","Divorced", 64,18,59,0,2,"Personal Auto","Personal L3","Offer1","Agent",  40.445860,"Two-Door Car","Medsize", 4428.738, 0.8311191700, 0.8311191700,0.0018980822,2.189621e-04, 3.624377e-02, 1.391807e-02,-8.510434e-05, 2.790125e-02,-1.102193e-02,-8.627068e-03,-1.983278e-03,1.0026432
