"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Open.Complaints","dfbetas.Number.of.Policies","dfbetas.I(Renew.Offer.Type == ""Offer2"")TRUE","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"3328", 4656.488,"No","Extended","Master","Unemployed","M",    0,"Suburban","Married",128, 6,37,1,1,"Personal Auto","Personal L2","Offer1","Agent",1548.310532,"Sports Car","Medsize", 7236.442,-0.9096264916,-0.9096264916,0.0008929348,1.232524e-04,-2.719362e-02, 7.003391e-03,-1.822656e-02,-7.042470e-03, 1.002191e-02, 8.030020e-03, 1.382636e-02,1.0010707
"3331", 2953.618,"No","Basic","Doctor","Employed","F",76474,"Suburban","Married", 74, 4,79,2,1,"Personal Auto","Personal L2","Offer4","Web", 355.200000,"Four-Door Car","Small", 4633.498,-0.5922731312,-0.5922731312,0.0009402588,5.502967e-05,-1.816979e-02,-7.142174e-03, 3.213195e-03,-1.298958e-02, 6.704870e-03, 5.242895e-03, 2.117765e-03,1.0016070
"3332", 8051.566,"No","Basic","Doctor","Employed","F",57664,"Urban","Married",100,21,48,0,7,"Personal Auto","Personal L2","Offer1","Agent", 344.927290,"SUV","Medsize", 8686.575,-0.2239378355,-0.2239378355,0.0014711420,1.231596e-05,-8.595566e-03,-6.668100e-04, 2.082595e-03, 1.279743e-03,-4.545431e-03, 1.594318e-03,-6.153786e-03,1.0024482
"3333", 6627.149,"No","Extended","Bachelor","Employed","M",82377,"Suburban","Married", 83,28,19,0,7,"Personal Auto","Personal L2","Offer3","Call Center", 498.335261,"Four-Door Car","Small", 7298.389,-0.2366300276,-0.2366300276,0.0007531525,7.035072e-06,-6.496432e-03,-1.138722e-04, 1.388411e-04, 1.433419e-03,-4.808787e-03, 2.028145e-03, 1.398380e-03,1.0017219
"3335", 7628.749,"No","Extended","College","Unemployed","M",    0,"Suburban","Single", 77,17,65,0,2,"Personal Auto","Personal L3","Offer1","Agent", 369.600000,"Four-Door Car","Small", 5396.684, 0.7867587016, 0.7867587016,0.0003923069,4.049081e-05, 1.558618e-02, 9.932545e-03,-3.023287e-03,-4.923984e-03,-4.893646e-03,-8.122322e-03,-3.553602e-03,1.0007829
"3336", 2582.409,"Yes","Basic","Bachelor","Employed","F",76731,"Urban","Married", 64, 2,68,0,1,"Personal Auto","Personal L3","Offer2","Agent", 201.455005,"Four-Door Car","Medsize", 4216.801,-0.5761792359,-0.5761792359,0.0007475994,4.140066e-05,-1.575994e-02,-7.183843e-03, 5.184630e-03, 2.557563e-03, 5.689875e-03,-9.887320e-03, 4.926146e-04,1.0014332
"3338", 5996.065,"No","Extended","College","Unemployed","F",    0,"Suburban","Married", 83, 5,59,0,9,"Personal Auto","Personal L2","Offer4","Branch", 398.400000,"Four-Door Car","Medsize", 7950.075,-0.6890527734,-0.6890527734,0.0012958552,1.026862e-04,-2.482060e-02, 2.354684e-03, 2.852275e-04, 4.117181e-03,-2.131183e-02, 5.452867e-03, 4.105112e-03,1.0018363
"3341", 2891.718,"No","Basic","Master","Employed","M",21979,"Suburban","Married", 73, 7,86,0,1,"Personal Auto","Personal L3","Offer2","Branch", 518.686584,"Two-Door Car","Small", 4625.534,-0.6112136094,-0.6112136094,0.0006893479,4.295554e-05,-1.605321e-02,-5.418520e-03, 2.910357e-03, 2.720576e-03, 5.993425e-03,-1.058525e-02, 1.692288e-03,1.0013321
"3342", 7381.914,"No","Extended","College","Employed","M",54878,"Rural","Married", 96, 5,11,3,9,"Personal Auto","Personal L3","Offer3","Call Center", 204.953947,"Four-Door Car","Medsize", 8088.818,-0.2494349187,-0.2494349187,0.0026126387,2.716741e-05,-1.276630e-02, 3.544866e-03,-1.393569e-03,-9.075296e-03,-7.828743e-03, 1.222516e-03, 2.071944e-03,1.0035831
"3343", 5308.617,"No","Extended","Bachelor","Employed","M",40178,"Suburban","Married",136, 7,13,0,1,"Special Auto","Special L2","Offer1","Agent", 652.800000,"SUV","Medsize", 8366.445,-1.0782806363,-1.0782806363,0.0011465831,2.224355e-04,-3.653286e-02,-2.790545e-04,-7.690703e-03, 6.486785e-03, 1.211094e-02, 9.124514e-03,-2.152014e-02,1.0009811
"3344", 2912.598,"No","Basic","Bachelor","Employed","F",65436,"Rural","Married", 73,14,55,0,1,"Personal Auto","Personal L3","Offer4","Agent",  40.752864,"Four-Door Car","Small", 4889.182,-0.6967378719,-0.6967378719,0.0005045871,4.084897e-05,-1.565478e-02,-1.126964e-02, 4.049480e-03, 4.386292e-03, 8.047195e-03, 7.472263e-03, 2.538430e-03,1.0010323
"3345",11814.475,"No","Basic","Bachelor","Unemployed","F",    0,"Suburban","Single",106, 1,38,0,2,"Personal Auto","Personal L3","Offer2","Agent", 763.200000,"SUV","Large", 7066.198, 1.6747896898, 1.6747896898,0.0013518588,6.326366e-04, 6.161972e-02, 5.038180e-03,-9.806196e-03,-6.845683e-03,-7.396971e-03, 3.247560e-02, 4.554302e-02,0.9995045
"3347", 5073.282,"Yes","Extended","Doctor","Employed","M",57709,"Suburban","Married",125,10,26,0,1,"Corporate Auto","Corporate L3","Offer2","Branch", 600.000000,"SUV","Medsize", 7603.235,-0.8922216438,-0.8922216438,0.0014004447,1.860733e-04,-3.341258e-02, 2.364656e-03,-2.681078e-03, 3.707946e-03, 8.540276e-03,-1.730619e-02,-2.067768e-02,1.0016116
"3348", 3096.511,"Yes","Extended","College","Employed","F",21604,"Suburban","Divorced", 79,14,28,0,1,"Personal Auto","Personal L2","Offer1","Branch", 379.200000,"Four-Door Car","Medsize", 5161.670,-0.7279539473,-0.7279539473,0.0004797480,4.239484e-05,-1.594831e-02,-1.002628e-02, 2.175123e-03, 4.588773e-03, 8.374092e-03, 7.729906e-03, 3.580797e-03,1.0009618
"3349", 7891.584,"No","Basic","Bachelor","Employed","M",28422,"Suburban","Married", 68, 5,63,1,2,"Corporate Auto","Corporate L1","Offer3","Agent", 453.909559,"Four-Door Car","Large", 4837.402, 1.0766277213, 1.0766277213,0.0004656167,8.999096e-05, 2.323705e-02, 1.546909e-02,-8.742344e-03, 8.467924e-03,-6.650684e-03,-1.028668e-02,-2.651548e-03,1.0003028
"3354", 4903.153,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 66,22, 1,1,3,"Corporate Auto","Corporate L3","Offer1","Agent", 475.200000,"Four-Door Car","Medsize", 5072.416,-0.0596603650,-0.0596603650,0.0004442500,2.637029e-07,-1.257755e-03,-7.887052e-04, 5.354458e-04,-4.719111e-04, 5.333851e-05, 5.524546e-04, 1.229468e-04,1.0014661
"3356", 2419.306,"No","Basic","College","Unemployed","M",    0,"Suburban","Married", 70,12,29,1,1,"Personal Auto","Personal L1","Offer1","Call Center", 336.000000,"Two-Door Car","Small", 4602.388,-0.7695499331,-0.7695499331,0.0005445545,5.378120e-05,-1.796287e-02,-1.194091e-02, 5.591185e-03,-6.018437e-03, 8.819862e-03, 7.579581e-03, 2.204734e-03,1.0009629
"3358", 9657.579,"Yes","Extended","High School or Below","Unemployed","M",    0,"Suburban","Married",131,34,61,0,9,"Corporate Auto","Corporate L1","Offer1","Agent", 628.800000,"SUV","Medsize",10746.118,-0.3839737970,-0.3839737970,0.0019598865,4.826120e-05,-1.701543e-02, 5.121496e-03,-2.101215e-03, 2.178932e-03,-1.195930e-02, 2.270846e-03,-8.003552e-03,1.0028391
"3359", 2621.116,"No","Basic","College","Employed","F",26477,"Rural","Married", 66,18,37,0,1,"Personal Auto","Personal L1","Offer2","Branch", 144.987956,"Four-Door Car","Medsize", 4307.631,-0.5945503094,-0.5945503094,0.0007315547,4.313587e-05,-1.608685e-02,-6.936852e-03, 4.790157e-03, 2.640726e-03, 5.862113e-03,-1.022347e-02, 7.611771e-04,1.0013950
"3360", 4944.089,"No","Basic","High School or Below","Employed","F",53607,"Rural","Married", 61, 4,18,0,9,"Personal Auto","Personal L2","Offer3","Web",  93.891207,"Four-Door Car","Medsize", 6950.951,-0.7077329993,-0.7077329993,0.0014115869,1.180173e-04,-2.660909e-02,-3.816013e-03, 7.624707e-03, 4.207579e-03,-2.177125e-02, 5.875786e-03, 9.045627e-04,1.0019257
"3361", 5206.762,"No","Basic","College","Medical Leave","M",21594,"Suburban","Married", 71,16,23,3,3,"Personal Auto","Personal L2","Offer4","Agent", 340.800000,"Four-Door Car","Small", 4998.391, 0.0734889886, 0.0734889886,0.0016496424,1.487558e-06, 2.987278e-03, 5.515397e-04,-4.929850e-04, 2.656467e-03,-4.644477e-05,-5.379026e-04,-2.090422e-04,1.0026734
"3362", 6109.135,"No","Extended","Bachelor","Unemployed","F",    0,"Suburban","Single", 85,25,24,0,6,"Personal Auto","Personal L2","Offer2","Web", 612.000000,"Four-Door Car","Medsize", 6799.726,-0.2434642646,-0.2434642646,0.0008546470,8.451758e-06,-7.120562e-03, 1.383432e-03,-3.212142e-04, 1.036591e-03,-4.086288e-03,-4.669760e-03, 1.323712e-03,1.0018203
"3363", 2601.469,"No","Basic","High School or Below","Employed","F",80584,"Suburban","Divorced", 65,33,17,0,1,"Personal Auto","Personal L2","Offer4","Branch", 312.000000,"Two-Door Car","Small", 4525.864,-0.6783597887,-0.6783597887,0.0005625049,4.316976e-05,-1.609331e-02,-1.314483e-02, 6.497127e-03, 4.263239e-03, 7.876832e-03, 7.371103e-03, 1.317627e-03,1.0011162
"3365",16301.968,"Yes","Extended","Master","Retired","F",19614,"Suburban","Married", 85,21,32,0,2,"Special Auto","Special L3","Offer2","Agent", 574.024018,"Two-Door Car","Medsize", 5496.353, 3.8136713235, 3.8136713235,0.0005926607,1.434154e-03, 9.286992e-02, 8.058238e-03, 3.712130e-03,-1.687688e-02,-1.683422e-02, 6.810833e-02,-2.037803e-02,0.9868240
"3369", 9501.005,"No","Basic","College","Employed","F",46855,"Urban","Married",119,13,94,0,9,"Personal Auto","Personal L3","Offer3","Branch", 472.391125,"SUV","Small",10201.141,-0.2469621244,-0.2469621244,0.0019300316,1.965995e-05,-1.086006e-02, 2.106979e-03, 4.442218e-05, 1.397326e-03,-7.669027e-03, 1.512840e-03,-5.778174e-03,1.0028979
"3370",10970.132,"No","Extended","College","Employed","F",38873,"Suburban","Married", 92, 6,33,0,2,"Personal Auto","Personal L2","Offer2","Branch", 599.811172,"Two-Door Car","Medsize", 5814.256, 1.8179584065, 1.8179584065,0.0006099207,3.360347e-04, 4.491104e-02,-1.252296e-03, 7.759504e-03,-8.062729e-03,-7.927137e-03, 3.269167e-02,-1.242012e-02,0.9982513
"3372", 4362.931,"Yes","Premium","College","Employed","M",58842,"Suburban","Married",110, 6,74,0,1,"Corporate Auto","Corporate L1","Offer2","Branch", 528.000000,"Four-Door Car","Medsize", 6305.878,-0.6849903578,-0.6849903578,0.0008267248,6.471086e-05,-1.970355e-02, 4.072686e-03,-8.669028e-03, 3.084100e-03, 6.522679e-03,-1.231089e-02, 7.286431e-03,1.0013717
"3375", 4434.411,"No","Premium","High School or Below","Employed","M",34549,"Rural","Married",111, 8,78,0,1,"Personal Auto","Personal L2","Offer2","Web", 125.933005,"Four-Door Car","Medsize", 6351.293,-0.6758043876,-0.6758043876,0.0008388516,6.391174e-05,-1.958149e-02, 4.288626e-03,-8.870960e-03, 3.043691e-03, 6.430056e-03,-1.215779e-02, 7.332477e-03,1.0013967
"3376", 2372.155,"No","Basic","High School or Below","Medical Leave","F",19030,"Suburban","Married", 62, 7,22,0,1,"Corporate Auto","Corporate L3","Offer3","Branch", 355.820799,"Two-Door Car","Medsize", 4389.620,-0.7111802722,-0.7111802722,0.0005915309,4.989755e-05,-1.730202e-02,-1.463498e-02, 7.815809e-03, 4.466629e-03, 8.274433e-03, 7.765481e-03, 9.277352e-04,1.0010985
"3377", 3611.184,"No","Extended","College","Employed","M",63329,"Suburban","Divorced", 92,33,87,0,1,"Personal Auto","Personal L3","Offer1","Web", 441.600000,"Four-Door Car","Medsize", 5752.062,-0.7546472617,-0.7546472617,0.0004806204,4.564357e-05,-1.654815e-02,-6.467430e-03,-2.362536e-03, 4.770558e-03, 8.605834e-03, 7.840313e-03, 5.798006e-03,1.0009221
"3378", 3034.798,"No","Extended","High School or Below","Employed","M",79253,"Urban","Married", 76,23, 7,0,1,"Corporate Auto","Corporate L3","Offer4","Agent", 254.984946,"Two-Door Car","Medsize", 5025.426,-0.7016838294,-0.7016838294,0.0004901748,4.024697e-05,-1.553901e-02,-1.050703e-02, 3.087418e-03, 4.420298e-03, 8.088097e-03, 7.488122e-03, 3.004012e-03,1.0010108
"3379", 9095.050,"Yes","Basic","College","Employed","M",37937,"Suburban","Married",116,11,42,0,5,"Personal Auto","Personal L2","Offer2","Call Center", 556.800000,"SUV","Medsize", 8497.875, 0.2105915929, 0.2105915929,0.0014336513,1.061374e-05, 7.979475e-03,-1.441348e-03,-1.868081e-04,-8.371438e-04, 2.435199e-03, 4.329291e-03, 5.264261e-03,1.0024165
"3380", 4884.157,"No","Basic","High School or Below","Employed","F",21766,"Urban","Married", 62,29,65,0,3,"Corporate Auto","Corporate L3","Offer4","Agent", 179.141810,"Four-Door Car","Medsize", 5041.307,-0.0553909871,-0.0553909871,0.0004573170,2.340006e-07,-1.184806e-03,-9.239252e-04, 5.991248e-04, 3.432051e-04, 5.742776e-05, 5.682547e-04, 7.482438e-05,1.0014797
"3382", 2458.563,"No","Basic","College","Unemployed","M",    0,"Suburban","Single", 71,21, 8,1,1,"Personal Auto","Personal L2","Offer1","Agent", 511.200000,"Two-Door Car","Medsize", 4647.803,-0.7717184108,-0.7717184108,0.0005379401,5.342740e-05,-1.790370e-02,-1.166564e-02, 5.243690e-03,-6.034313e-03, 8.838760e-03, 7.587301e-03, 2.375028e-03,1.0009528
"3385", 9635.584,"No","Basic","Doctor","Employed","M",90334,"Urban","Divorced",119, 4,46,0,9,"Corporate Auto","Corporate L3","Offer3","Branch", 423.785148,"SUV","Medsize",10201.141,-0.1994913142,-0.1994913142,0.0019300316,1.282837e-05,-8.772547e-03, 1.701978e-03, 3.588340e-05, 1.128733e-03,-6.194895e-03, 1.222043e-03,-4.667499e-03,1.0029197
"3386", 8346.020,"No","Premium","College","Employed","M",40105,"Suburban","Divorced",104,21,26,0,3,"Personal Auto","Personal L2","Offer1","Web", 878.413622,"Four-Door Car","Medsize", 6948.725, 0.4925098728, 0.4925098728,0.0004204697,1.700796e-05, 1.010122e-02,-6.391204e-05, 4.408580e-03,-3.080058e-03,-3.517786e-04,-4.687697e-03,-5.063317e-03,1.0011971
"3387", 8370.565,"No","Basic","Bachelor","Employed","F",33409,"Suburban","Married",105, 4,17,0,7,"Personal Auto","Personal L3","Offer1","Agent", 553.553427,"SUV","Medsize", 8913.648,-0.1915161415,-0.1915161415,0.0014329489,8.773733e-06,-7.254912e-03,-1.868147e-04, 1.330129e-03, 1.095761e-03,-3.894626e-03, 1.346568e-03,-5.059042e-03,1.0024237
"3390", 4732.220,"No","Basic","High School or Below","Employed","M",55385,"Suburban","Single", 61, 7,22,0,3,"Personal Auto","Personal L3","Offer1","Branch", 292.800000,"Four-Door Car","Medsize", 4995.892,-0.0929379362,-0.0929379362,0.0004677154,6.737412e-07,-2.010414e-03,-1.587416e-03, 1.048991e-03, 5.757227e-04, 9.706947e-05, 9.550921e-04, 1.057845e-04,1.0014844
"3393", 4929.550,"Yes","Basic","Bachelor","Employed","M",25632,"Suburban","Married", 63,27,52,0,7,"Personal Auto","Personal L3","Offer2","Call Center", 351.270869,"Two-Door Car","Medsize", 6126.446,-0.4220237683,-0.4220237683,0.0011385292,3.383938e-05,-1.424808e-02,-4.962596e-04, 3.777970e-03, 1.766541e-03,-9.249814e-03,-8.071140e-03, 3.299265e-04,1.0019830
"3394", 3289.121,"No","Extended","College","Employed","M",40097,"Rural","Single", 92,23,35,4,1,"Personal Auto","Personal L2","Offer1","Call Center", 227.221652,"Two-Door Car","Medsize", 5149.864,-0.6567058376,-0.6567058376,0.0029520217,2.128316e-04,-3.573326e-02,-7.453363e-04,-1.949811e-03,-3.295839e-02, 7.203596e-03, 4.389515e-03, 4.682174e-03,1.0035452
"3396", 6899.710,"No","Extended","High School or Below","Employed","M",37308,"Urban","Married", 86,19,69,0,9,"Personal Auto","Personal L2","Offer1","Agent", 301.011106,"Four-Door Car","Medsize", 8086.319,-0.4184297141,-0.4184297141,0.0012966801,3.789233e-05,-1.507720e-02, 1.932512e-03,-4.178566e-04, 2.501904e-03,-1.295133e-02, 3.289123e-03, 2.759855e-03,1.0021448
"3397", 5112.307,"No","Extended","College","Employed","M",44743,"Suburban","Divorced",137,16,55,4,1,"Personal Auto","Personal L3","Offer1","Branch", 741.300032,"SUV","Small", 7809.662,-0.9523452985,-0.9523452985,0.0036594815,5.552087e-04,-5.771655e-02, 7.228479e-03,-7.092375e-03,-4.810495e-02, 1.027524e-02, 4.509995e-03,-1.936405e-02,1.0037686
"3401", 2548.843,"No","Basic","Bachelor","Employed","M",47346,"Suburban","Married", 65, 6,35,0,1,"Personal Auto","Personal L3","Offer2","Call Center", 312.000000,"Four-Door Car","Small", 4262.216,-0.6040217495,-0.6040217495,0.0007393556,4.499618e-05,-1.643009e-02,-7.289170e-03, 5.150814e-03, 2.681972e-03, 5.960161e-03,-1.037571e-02, 6.448614e-04,1.0013912
"3402", 2714.654,"No","Basic","Bachelor","Employed","M",88545,"Suburban","Married", 68,25,33,0,1,"Personal Auto","Personal L3","Offer3","Call Center", 374.108319,"Four-Door Car","Large", 4662.109,-0.6864801008,-0.6864801008,0.0005374644,4.224031e-05,-1.591914e-02,-1.247773e-02, 5.605484e-03, 4.317056e-03, 7.955207e-03, 7.422919e-03, 1.771276e-03,1.0010798
"3403", 5790.463,"No","Basic","Bachelor","Employed","F",52443,"Suburban","Married", 73, 0,47,1,4,"Corporate Auto","Corporate L3","Offer2","Agent", 350.400000,"Four-Door Car","Medsize", 5452.514, 0.1191328611, 0.1191328611,0.0007073995,1.674777e-06, 3.169696e-03, 1.381559e-04,-5.412917e-04, 1.166118e-03, 7.391011e-04, 2.291679e-03,-3.214047e-04,1.0017189
"3404", 7627.315,"No","Extended","Bachelor","Employed","F",36084,"Rural","Divorced", 99, 3, 9,1,7,"Corporate Auto","Corporate L2","Offer1","Agent", 152.779038,"Two-Door Car","Medsize", 7874.475,-0.0871334321,-0.0871334321,0.0008285654,1.049491e-06,-2.509159e-03, 6.781736e-04,-6.015578e-04,-7.000538e-04,-1.791258e-03, 6.413431e-04, 7.991679e-04,1.0018472
"3405", 7903.993,"No","Basic","Master","Employed","F",35406,"Rural","Divorced", 69,13,15,4,2,"Corporate Auto","Corporate L3","Offer1","Agent",  67.504452,"Four-Door Car","Small", 4431.169, 1.2257418994, 1.2257418994,0.0029151264,7.320400e-04, 6.627682e-02, 1.029717e-02,-9.539864e-03, 6.160623e-02,-7.159272e-03,-8.286114e-03,-2.766061e-03,1.0024077
"3406", 5293.717,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 74,14,43,0,4,"Personal Auto","Personal L3","Offer4","Agent", 712.126586,"Four-Door Car","Small", 5912.126,-0.2179655494,-0.2179655494,0.0003851350,3.051233e-06,-4.278366e-03,-2.164049e-03, 1.107645e-03, 1.344912e-03,-9.489858e-04, 2.118024e-03, 8.555885e-04,1.0013618
"3407", 3673.991,"No","Extended","Bachelor","Employed","M",41185,"Urban","Married", 99,20, 6,4,1,"Special Auto","Special L3","Offer2","Agent", 363.613596,"Four-Door Car","Medsize", 5204.118,-0.5401380545,-0.5401380545,0.0034010314,1.659591e-04,-3.155367e-02, 4.856747e-03,-3.954700e-03,-2.810692e-02, 4.953310e-03,-1.162387e-02, 4.183815e-03,1.0041408
"3410", 7255.714,"No","Extended","College","Medical Leave","M",10710,"Suburban","Married", 94,12,33,0,7,"Personal Auto","Personal L2","Offer1","Branch", 451.200000,"Two-Door Car","Small", 7797.951,-0.1911544575,-0.1911544575,0.0007738724,4.717312e-06,-5.319701e-03, 7.497161e-04,-8.776525e-04, 1.160854e-03,-3.900822e-03, 1.601299e-03, 1.576796e-03,1.0017626
"3411", 7412.962,"No","Premium","College","Unemployed","M",    0,"Suburban","Single",112,32,74,0,5,"Personal Auto","Personal L3","Offer4","Call Center", 806.400000,"Four-Door Car","Medsize", 7963.729,-0.1941450449,-0.1941450449,0.0006004386,3.774872e-06,-4.758730e-03, 1.403505e-03,-2.502628e-03, 1.200061e-03,-1.930794e-03, 1.692601e-03, 2.335384e-03,1.0015876
"3412", 9048.983,"Yes","Basic","High School or Below","Unemployed","M",    0,"Suburban","Married",119, 9, 8,0,3,"Personal Auto","Personal L2","Offer2","Web", 571.200000,"Sports Car","Medsize", 7366.297, 0.5932399496, 0.5932399496,0.0008638320,5.071801e-05, 1.744346e-02,-7.976912e-03, 1.012403e-02,-2.628498e-03, 6.798799e-04, 1.114759e-02,-7.473559e-03,1.0015292
"3413", 4270.034,"Yes","Extended","College","Unemployed","M",    0,"Suburban","Married",122,27, 2,0,1,"Corporate Auto","Corporate L3","Offer2","Agent", 725.870693,"SUV","Medsize", 7466.991,-1.1274914351,-1.1274914351,0.0013939595,2.957407e-04,-4.212513e-02, 1.633766e-03,-1.795300e-03, 4.681016e-03, 1.081821e-02,-2.180990e-02,-2.684961e-02,1.0011178
"3414", 4929.550,"Yes","Basic","Bachelor","Employed","M",25632,"Suburban","Married", 63,27,52,0,7,"Personal Auto","Personal L3","Offer2","Call Center", 351.270869,"Two-Door Car","Medsize", 6126.446,-0.4220237683,-0.4220237683,0.0011385292,3.383938e-05,-1.424808e-02,-4.962596e-04, 3.777970e-03, 1.766541e-03,-9.249814e-03,-8.071140e-03, 3.299265e-04,1.0019830
"3415", 3539.972,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single", 99,13,87,0,1,"Personal Auto","Personal L3","Offer1","Web",1158.858027,"Four-Door Car","Medsize", 6069.965,-0.8918392767,-0.8918392767,0.0005120888,6.792113e-05,-2.018694e-02,-5.144624e-03,-5.730430e-03, 5.646518e-03, 1.012256e-02, 9.155679e-03, 8.179558e-03,1.0007221
"3417", 9817.027,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single",139, 9,22,0,6,"Personal Auto","Personal L2","Offer3","Branch",1000.800000,"Sports Car","Medsize", 9515.770, 0.1062259167, 0.1062259167,0.0012248936,2.306820e-06, 3.720025e-03,-2.123577e-03, 2.729337e-03,-6.562991e-04, 1.641857e-03,-8.407443e-04,-1.890711e-03,1.0022409
"3418", 2542.846,"No","Basic","College","Employed","F",37072,"Suburban","Married", 64, 1, 1,0,1,"Personal Auto","Personal L3","Offer3","Call Center", 307.200000,"Four-Door Car","Large", 4480.450,-0.6830193279,-0.6830193279,0.0005717374,4.448353e-05,-1.633637e-02,-1.350857e-02, 6.863273e-03, 4.291602e-03, 7.936218e-03, 7.433817e-03, 1.181453e-03,1.0011190
"3421", 8106.222,"No","Basic","Master","Employed","M",81580,"Suburban","Divorced",101, 2,56,0,6,"Personal Auto","Personal L3","Offer2","Web", 633.439417,"SUV","Medsize", 8142.498,-0.0127939684,-0.0127939684,0.0016452529,4.496568e-08,-5.193728e-04, 3.566421e-05, 1.006214e-04, 5.006098e-05,-2.143164e-04,-2.638771e-04,-3.603817e-04,1.0026743
"3422", 3398.007,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Married", 92, 7,75,0,1,"Personal Auto","Personal L2","Offer4","Agent", 611.844584,"Two-Door Car","Medsize", 5752.062,-0.8297990563,-0.8297990563,0.0004806204,5.518597e-05,-1.819610e-02,-7.111491e-03,-2.597810e-03, 5.245635e-03, 9.462849e-03, 8.621093e-03, 6.375402e-03,1.0008000
